Sample,Specimen.ID,Repeat.or.New.Specimen.,Shipment,Predator,Location,Month,Season,Year,Sex,Marker,Stomach.Goo,Intestinal.Goo,Location.in.body,X,Fish,Cephalopod,Shrimp,Polychaete,Other,Tooth_age
WADE-003-027,DL18OME001,New,2,beluga whale,Nome,OCT,Fall,2018,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Clams, Sea Lice, Crab",NA
WADE-003-123,PH22SH036-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,M,16S,Yes,no,stomach,No,Yes,no,no,no,no,21
WADE-003-123,PH22SH036-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,M,16S,Yes,no,stomach,No,Yes,no,no,no,no,21
WADE-003-035,DL22OME001,Replacement,2,beluga whale,Nome,OCT,Fall,2022,U,16S,Yes,no,,No,Yes,no,Yes,no,Echiurid,NA
WADE-003-035,DL22OME001,Replacement,2,beluga whale,Nome,OCT,Fall,2022,U,16S,Yes,no,stomach,No,Yes,no,Yes,no,Echiurid,NA
WADE-003-030,DL18OME004,New,2,beluga whale,Nome,OCT,Fall,2018,F,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Crab, Echiurids, Hydrozoan",NA
WADE-003-110,EB24PH055-S,New,3,bearded seal,Point Hope,JUN,Summer,2024,M,16S,Yes,no,stomach,No,No,unk,unk,unk,unk,NA
WADE-003-026,DL17OME001,New,2,beluga whale,Nome,OCT,Fall,2017,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Gastropods, Sea Lice, Amphipods, Crab, Echiurids",NA
WADE-003-114,PH22SH015-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,M,16S,Yes,no,stomach,No,Yes,no,no,no,no,15
WADE-003-104,EB23PH005-S,New,3,bearded seal,Point Hope,JUN,Summer,2023,F,16S,Yes,no,stomach,No,Yes,unk,unk,unk,unk,9
WADE-003-062,DL18OME005,New,1,beluga whale,Nome,43405,NA,2018,F,16S,yes,no,stomach,no,yes,no,yes,yes,"amphipod, crab, tunicate",NA
WADE-003-107,EB23SH009-S,New,3,bearded seal,Shishmaref,OCT,Fall,2023,M,16S,Yes,no,stomach,No,Yes,unk,unk,unk,unk,0
WADE-003-031,DL20OME001,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,,No,Yes,no,Yes,Yes,"Echiurid, amphipod, gastropod, bivalve",NA
WADE-003-031,DL20OME001,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Echiurid, amphipod, gastropod, bivalve",NA
WADE-003-032,DL20OME002,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,,No,Yes,no,Yes,no,"Amphipod, crustacean",NA
WADE-003-032,DL20OME002,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,stomach,No,Yes,no,Yes,no,"Amphipod, crustacean",NA
WADE-003-147,PH23SH032-F,New,3,ringed seal,Shishmaref,OCT,Fall,2023,M,16S,No,Yes,feces,NA,NA,NA,NA,NA,NA,2
WADE-003-147,PH23SH032-F,New,3,ringed seal,Shishmaref,OCT,Fall,2023,M,16S,No,Yes,feces,NA,NA,NA,NA,NA,NA,2
WADE-003-008,2017206,New,2,beluga whale,Cook Inlet,SEP,Fall,2017,F,16S,Yes,no,stomach,No,Yes,no,Yes,no,Sea Lice,NA
WADE-003-030,DL18OME004,New,2,beluga whale,Nome,OCT,Fall,2018,F,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Crab, Echiurids, Hydrozoan",NA
WADE-003-044,DL23OME003,Replacement,2,beluga whale,Nome,OCT,Fall,2023,U,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,NA,NA
WADE-003-045,DL23SCM001,Replacement,2,beluga whale,Scammon Bay,OCT,Fall,2023,F,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,Echiurid,NA
WADE-003-104,EB23PH005-S,New,3,bearded seal,Point Hope,JUN,Summer,2023,F,16S,Yes,no,stomach,No,Yes,unk,unk,unk,unk,9
WADE-003-111,EB24PH075-S,New,3,bearded seal,Point Hope,JUN,Summer,2024,F,16S,Yes,no,stomach,No,Yes,unk,unk,unk,unk,NA
WADE-003-111,EB24PH075-S,New,3,bearded seal,Point Hope,JUN,Summer,2024,F,16S,Yes,no,stomach,No,Yes,unk,unk,unk,unk,NA
WADE-003-034,DL21OTZ007,Replacement,2,beluga whale,Kotzebue,SEP,Fall,2021,F,16S,Yes,no,,No,Yes,Yes,Yes,Yes,"Echiurid, amphipod, isopod, crab, mysid",NA
WADE-003-034,DL21OTZ007,Replacement,2,beluga whale,Kotzebue,SEP,Fall,2021,F,16S,Yes,no,stomach,No,Yes,Yes,Yes,Yes,"Echiurid, amphipod, isopod, crab, mysid",NA
WADE-003-114,PH22SH015-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,M,16S,Yes,no,stomach,No,Yes,no,no,no,no,15
WADE-003-110,EB24PH055-S,New,3,bearded seal,Point Hope,JUN,Summer,2024,M,16S,Yes,no,stomach,No,No,unk,unk,unk,unk,NA
WADE-003-112,PH22SH004-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,F,16S,Yes,no,stomach,No,Yes,no,no,no,no,3
WADE-003-107,EB23SH009-S,New,3,bearded seal,Shishmaref,OCT,Fall,2023,M,16S,Yes,no,stomach,No,Yes,unk,unk,unk,unk,0
WADE-003-028,DL18OME002,New,2,beluga whale,Nome,OCT,Fall,2018,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Clams, Sea Lice",NA
WADE-003-123,PH22SH036-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,M,16S,Yes,no,stomach,No,Yes,no,no,no,no,21
WADE-003-123,PH22SH036-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,M,16S,Yes,no,stomach,No,Yes,no,no,no,no,21
WADE-003-031,DL20OME001,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,,No,Yes,no,Yes,Yes,"Echiurid, amphipod, gastropod, bivalve",NA
WADE-003-031,DL20OME001,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Echiurid, amphipod, gastropod, bivalve",NA
WADE-003-026,DL17OME001,New,2,beluga whale,Nome,OCT,Fall,2017,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Gastropods, Sea Lice, Amphipods, Crab, Echiurids",NA
WADE-003-118-UC,PH23SH005-S,New,3,ringed seal,Shishmaref,SEP,Fall,2023,M,16S,Yes,no,stomach,Yes,No,no,no,no,no,4
WADE-003-118-UC,PH23SH005-S,New,3,ringed seal,Shishmaref,SEP,Fall,2023,M,16S,Yes,no,stomach,Yes,No,no,no,no,no,4
WADE-003-006,2014122,New,2,beluga whale,Cook Inlet,AUG,Summer,2014,M,16S,Yes,no,stomach,No,Yes,no,no,no,Sea Lice,NA
WADE-003-027,DL18OME001,New,2,beluga whale,Nome,OCT,Fall,2018,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Clams, Sea Lice, Crab",NA
WADE-003-062,DL18OME005,New,1,beluga whale,Nome,43405,NA,2018,F,16S,yes,no,stomach,no,yes,no,yes,yes,"amphipod, crab, tunicate",NA
WADE-003-033,DL20OME003,Replacement,2,beluga whale,Nome,NOV,Fall,2020,F,16S,Yes,no,,No,Yes,no,Yes,Yes,"Echurid, tunicate",NA
WADE-003-033,DL20OME003,Replacement,2,beluga whale,Nome,NOV,Fall,2020,F,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Echurid, tunicate",NA
WADE-003-147,PH23SH032-F,New,3,ringed seal,Shishmaref,OCT,Fall,2023,M,16S,No,Yes,feces,NA,NA,NA,NA,NA,NA,2
WADE-003-147,PH23SH032-F,New,3,ringed seal,Shishmaref,OCT,Fall,2023,M,16S,No,Yes,feces,NA,NA,NA,NA,NA,NA,2
WADE-003-031,DL20OME001,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,,No,Yes,no,Yes,Yes,"Echiurid, amphipod, gastropod, bivalve",NA
WADE-003-031,DL20OME001,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Echiurid, amphipod, gastropod, bivalve",NA
WADE-003-112,PH22SH004-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,F,16S,Yes,no,stomach,No,Yes,no,no,no,no,3
WADE-003-107,EB23SH009-S,New,3,bearded seal,Shishmaref,OCT,Fall,2023,M,16S,Yes,no,stomach,No,Yes,unk,unk,unk,unk,0
WADE-003-032,DL20OME002,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,,No,Yes,no,Yes,no,"Amphipod, crustacean",NA
WADE-003-032,DL20OME002,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,stomach,No,Yes,no,Yes,no,"Amphipod, crustacean",NA
WADE-003-008,2017206,New,2,beluga whale,Cook Inlet,SEP,Fall,2017,F,16S,Yes,no,stomach,No,Yes,no,Yes,no,Sea Lice,NA
WADE-003-030,DL18OME004,New,2,beluga whale,Nome,OCT,Fall,2018,F,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Crab, Echiurids, Hydrozoan",NA
WADE-003-027,DL18OME001,New,2,beluga whale,Nome,OCT,Fall,2018,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Clams, Sea Lice, Crab",NA
WADE-003-028,DL18OME002,New,2,beluga whale,Nome,OCT,Fall,2018,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Clams, Sea Lice",NA
WADE-003-123,PH22SH036-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,M,16S,Yes,no,stomach,No,Yes,no,no,no,no,21
WADE-003-123,PH22SH036-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,M,16S,Yes,no,stomach,No,Yes,no,no,no,no,21
WADE-003-006,2014122,New,2,beluga whale,Cook Inlet,AUG,Summer,2014,M,16S,Yes,no,stomach,No,Yes,no,no,no,Sea Lice,NA
WADE-003-034,DL21OTZ007,Replacement,2,beluga whale,Kotzebue,SEP,Fall,2021,F,16S,Yes,no,,No,Yes,Yes,Yes,Yes,"Echiurid, amphipod, isopod, crab, mysid",NA
WADE-003-034,DL21OTZ007,Replacement,2,beluga whale,Kotzebue,SEP,Fall,2021,F,16S,Yes,no,stomach,No,Yes,Yes,Yes,Yes,"Echiurid, amphipod, isopod, crab, mysid",NA
WADE-003-035,DL22OME001,Replacement,2,beluga whale,Nome,OCT,Fall,2022,U,16S,Yes,no,,No,Yes,no,Yes,no,Echiurid,NA
WADE-003-035,DL22OME001,Replacement,2,beluga whale,Nome,OCT,Fall,2022,U,16S,Yes,no,stomach,No,Yes,no,Yes,no,Echiurid,NA
WADE-003-104,EB23PH005-S,New,3,bearded seal,Point Hope,JUN,Summer,2023,F,16S,Yes,no,stomach,No,Yes,unk,unk,unk,unk,9
WADE-003-118-UC,PH23SH005-S,New,3,ringed seal,Shishmaref,SEP,Fall,2023,M,16S,Yes,no,stomach,Yes,No,no,no,no,no,4
WADE-003-118-UC,PH23SH005-S,New,3,ringed seal,Shishmaref,SEP,Fall,2023,M,16S,Yes,no,stomach,Yes,No,no,no,no,no,4
WADE-003-025,DL17HB001,New,2,beluga whale,Hooper Bay,OCT,Fall,2017,U,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Bivalves, Sea Lice, Mysids, Isopods, Caprellids, Amphipods, Echiurids",NA
WADE-003-044,DL23OME003,Replacement,2,beluga whale,Nome,OCT,Fall,2023,U,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,NA,NA
WADE-003-029,DL18OME003,New,2,beluga whale,Nome,OCT,Fall,2018,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Copepod, Amphipods, Crab, Echiurids",NA
WADE-003-062,DL18OME005,New,1,beluga whale,Nome,43405,NA,2018,F,16S,yes,no,stomach,no,yes,no,yes,yes,"amphipod, crab, tunicate",NA
WADE-003-111,EB24PH075-S,New,3,bearded seal,Point Hope,JUN,Summer,2024,F,16S,Yes,no,stomach,No,Yes,unk,unk,unk,unk,NA
WADE-003-111,EB24PH075-S,New,3,bearded seal,Point Hope,JUN,Summer,2024,F,16S,Yes,no,stomach,No,Yes,unk,unk,unk,unk,NA
WADE-003-110,EB24PH055-S,New,3,bearded seal,Point Hope,JUN,Summer,2024,M,16S,Yes,no,stomach,No,No,unk,unk,unk,unk,NA
WADE-003-114,PH22SH015-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,M,16S,Yes,no,stomach,No,Yes,no,no,no,no,15
WADE-003-045,DL23SCM001,Replacement,2,beluga whale,Scammon Bay,OCT,Fall,2023,F,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,Echiurid,NA
WADE-003-008,2017206,New,2,beluga whale,Cook Inlet,SEP,Fall,2017,F,16S,Yes,no,stomach,No,Yes,no,Yes,no,Sea Lice,NA
WADE-003-147,PH23SH032-F,New,3,ringed seal,Shishmaref,OCT,Fall,2023,M,16S,No,Yes,feces,NA,NA,NA,NA,NA,NA,2
WADE-003-147,PH23SH032-F,New,3,ringed seal,Shishmaref,OCT,Fall,2023,M,16S,No,Yes,feces,NA,NA,NA,NA,NA,NA,2
WADE-003-034,DL21OTZ007,Replacement,2,beluga whale,Kotzebue,SEP,Fall,2021,F,16S,Yes,no,,No,Yes,Yes,Yes,Yes,"Echiurid, amphipod, isopod, crab, mysid",NA
WADE-003-034,DL21OTZ007,Replacement,2,beluga whale,Kotzebue,SEP,Fall,2021,F,16S,Yes,no,stomach,No,Yes,Yes,Yes,Yes,"Echiurid, amphipod, isopod, crab, mysid",NA
WADE-003-044,DL23OME003,Replacement,2,beluga whale,Nome,OCT,Fall,2023,U,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,NA,NA
WADE-003-032,DL20OME002,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,,No,Yes,no,Yes,no,"Amphipod, crustacean",NA
WADE-003-032,DL20OME002,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,stomach,No,Yes,no,Yes,no,"Amphipod, crustacean",NA
WADE-003-118-UC,PH23SH005-S,New,3,ringed seal,Shishmaref,SEP,Fall,2023,M,16S,Yes,no,stomach,Yes,No,no,no,no,no,4
WADE-003-118-UC,PH23SH005-S,New,3,ringed seal,Shishmaref,SEP,Fall,2023,M,16S,Yes,no,stomach,Yes,No,no,no,no,no,4
WADE-003-026,DL17OME001,New,2,beluga whale,Nome,OCT,Fall,2017,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Gastropods, Sea Lice, Amphipods, Crab, Echiurids",NA
WADE-003-027,DL18OME001,New,2,beluga whale,Nome,OCT,Fall,2018,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Clams, Sea Lice, Crab",NA
WADE-003-035,DL22OME001,Replacement,2,beluga whale,Nome,OCT,Fall,2022,U,16S,Yes,no,,No,Yes,no,Yes,no,Echiurid,NA
WADE-003-035,DL22OME001,Replacement,2,beluga whale,Nome,OCT,Fall,2022,U,16S,Yes,no,stomach,No,Yes,no,Yes,no,Echiurid,NA
WADE-003-033,DL20OME003,Replacement,2,beluga whale,Nome,NOV,Fall,2020,F,16S,Yes,no,,No,Yes,no,Yes,Yes,"Echurid, tunicate",NA
WADE-003-033,DL20OME003,Replacement,2,beluga whale,Nome,NOV,Fall,2020,F,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Echurid, tunicate",NA
WADE-003-031,DL20OME001,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,,No,Yes,no,Yes,Yes,"Echiurid, amphipod, gastropod, bivalve",NA
WADE-003-031,DL20OME001,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Echiurid, amphipod, gastropod, bivalve",NA
WADE-003-030,DL18OME004,New,2,beluga whale,Nome,OCT,Fall,2018,F,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Crab, Echiurids, Hydrozoan",NA
WADE-003-028,DL18OME002,New,2,beluga whale,Nome,OCT,Fall,2018,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Clams, Sea Lice",NA
WADE-003-114,PH22SH015-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,M,16S,Yes,no,stomach,No,Yes,no,no,no,no,15
WADE-003-006,2014122,New,2,beluga whale,Cook Inlet,AUG,Summer,2014,M,16S,Yes,no,stomach,No,Yes,no,no,no,Sea Lice,NA
WADE-003-111,EB24PH075-S,New,3,bearded seal,Point Hope,JUN,Summer,2024,F,16S,Yes,no,stomach,No,Yes,unk,unk,unk,unk,NA
WADE-003-111,EB24PH075-S,New,3,bearded seal,Point Hope,JUN,Summer,2024,F,16S,Yes,no,stomach,No,Yes,unk,unk,unk,unk,NA
WADE-003-029,DL18OME003,New,2,beluga whale,Nome,OCT,Fall,2018,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Copepod, Amphipods, Crab, Echiurids",NA
WADE-003-062,DL18OME005,New,1,beluga whale,Nome,43405,NA,2018,F,16S,yes,no,stomach,no,yes,no,yes,yes,"amphipod, crab, tunicate",NA
WADE-003-025,DL17HB001,New,2,beluga whale,Hooper Bay,OCT,Fall,2017,U,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Bivalves, Sea Lice, Mysids, Isopods, Caprellids, Amphipods, Echiurids",NA
WADE-003-112,PH22SH004-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,F,16S,Yes,no,stomach,No,Yes,no,no,no,no,3
WADE-003-104,EB23PH005-S,New,3,bearded seal,Point Hope,JUN,Summer,2023,F,16S,Yes,no,stomach,No,Yes,unk,unk,unk,unk,9
WADE-003-110,EB24PH055-S,New,3,bearded seal,Point Hope,JUN,Summer,2024,M,16S,Yes,no,stomach,No,No,unk,unk,unk,unk,NA
WADE-003-045,DL23SCM001,Replacement,2,beluga whale,Scammon Bay,OCT,Fall,2023,F,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,Echiurid,NA
WADE-003-123,PH22SH036-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,M,16S,Yes,no,stomach,No,Yes,no,no,no,no,21
WADE-003-123,PH22SH036-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,M,16S,Yes,no,stomach,No,Yes,no,no,no,no,21
WADE-003-027,DL18OME001,New,2,beluga whale,Nome,OCT,Fall,2018,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Clams, Sea Lice, Crab",NA
WADE-003-008,2017206,New,2,beluga whale,Cook Inlet,SEP,Fall,2017,F,16S,Yes,no,stomach,No,Yes,no,Yes,no,Sea Lice,NA
WADE-003-030,DL18OME004,New,2,beluga whale,Nome,OCT,Fall,2018,F,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Crab, Echiurids, Hydrozoan",NA
WADE-003-028,DL18OME002,New,2,beluga whale,Nome,OCT,Fall,2018,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Clams, Sea Lice",NA
WADE-003-147,PH23SH032-F,New,3,ringed seal,Shishmaref,OCT,Fall,2023,M,16S,No,Yes,feces,NA,NA,NA,NA,NA,NA,2
WADE-003-147,PH23SH032-F,New,3,ringed seal,Shishmaref,OCT,Fall,2023,M,16S,No,Yes,feces,NA,NA,NA,NA,NA,NA,2
WADE-003-034,DL21OTZ007,Replacement,2,beluga whale,Kotzebue,SEP,Fall,2021,F,16S,Yes,no,,No,Yes,Yes,Yes,Yes,"Echiurid, amphipod, isopod, crab, mysid",NA
WADE-003-034,DL21OTZ007,Replacement,2,beluga whale,Kotzebue,SEP,Fall,2021,F,16S,Yes,no,stomach,No,Yes,Yes,Yes,Yes,"Echiurid, amphipod, isopod, crab, mysid",NA
WADE-003-118-UC,PH23SH005-S,New,3,ringed seal,Shishmaref,SEP,Fall,2023,M,16S,Yes,no,stomach,Yes,No,no,no,no,no,4
WADE-003-118-UC,PH23SH005-S,New,3,ringed seal,Shishmaref,SEP,Fall,2023,M,16S,Yes,no,stomach,Yes,No,no,no,no,no,4
WADE-003-031,DL20OME001,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,,No,Yes,no,Yes,Yes,"Echiurid, amphipod, gastropod, bivalve",NA
WADE-003-031,DL20OME001,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Echiurid, amphipod, gastropod, bivalve",NA
WADE-003-025,DL17HB001,New,2,beluga whale,Hooper Bay,OCT,Fall,2017,U,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Bivalves, Sea Lice, Mysids, Isopods, Caprellids, Amphipods, Echiurids",NA
WADE-003-112,PH22SH004-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,F,16S,Yes,no,stomach,No,Yes,no,no,no,no,3
WADE-003-035,DL22OME001,Replacement,2,beluga whale,Nome,OCT,Fall,2022,U,16S,Yes,no,,No,Yes,no,Yes,no,Echiurid,NA
WADE-003-035,DL22OME001,Replacement,2,beluga whale,Nome,OCT,Fall,2022,U,16S,Yes,no,stomach,No,Yes,no,Yes,no,Echiurid,NA
WADE-003-107,EB23SH009-S,New,3,bearded seal,Shishmaref,OCT,Fall,2023,M,16S,Yes,no,stomach,No,Yes,unk,unk,unk,unk,0
WADE-003-104,EB23PH005-S,New,3,bearded seal,Point Hope,JUN,Summer,2023,F,16S,Yes,no,stomach,No,Yes,unk,unk,unk,unk,9
WADE-003-110,EB24PH055-S,New,3,bearded seal,Point Hope,JUN,Summer,2024,M,16S,Yes,no,stomach,No,No,unk,unk,unk,unk,NA
WADE-003-044,DL23OME003,Replacement,2,beluga whale,Nome,OCT,Fall,2023,U,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,NA,NA
WADE-003-114,PH22SH015-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,M,16S,Yes,no,stomach,No,Yes,no,no,no,no,15
WADE-003-026,DL17OME001,New,2,beluga whale,Nome,OCT,Fall,2017,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Gastropods, Sea Lice, Amphipods, Crab, Echiurids",NA
WADE-003-111,EB24PH075-S,New,3,bearded seal,Point Hope,JUN,Summer,2024,F,16S,Yes,no,stomach,No,Yes,unk,unk,unk,unk,NA
WADE-003-111,EB24PH075-S,New,3,bearded seal,Point Hope,JUN,Summer,2024,F,16S,Yes,no,stomach,No,Yes,unk,unk,unk,unk,NA
WADE-003-032,DL20OME002,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,,No,Yes,no,Yes,no,"Amphipod, crustacean",NA
WADE-003-032,DL20OME002,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,stomach,No,Yes,no,Yes,no,"Amphipod, crustacean",NA
WADE-003-033,DL20OME003,Replacement,2,beluga whale,Nome,NOV,Fall,2020,F,16S,Yes,no,,No,Yes,no,Yes,Yes,"Echurid, tunicate",NA
WADE-003-033,DL20OME003,Replacement,2,beluga whale,Nome,NOV,Fall,2020,F,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Echurid, tunicate",NA
WADE-003-062,DL18OME005,New,1,beluga whale,Nome,43405,NA,2018,F,16S,yes,no,stomach,no,yes,no,yes,yes,"amphipod, crab, tunicate",NA
WADE-003-006,2014122,New,2,beluga whale,Cook Inlet,AUG,Summer,2014,M,16S,Yes,no,stomach,No,Yes,no,no,no,Sea Lice,NA
WADE-003-123,PH22SH036-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,M,16S,Yes,no,stomach,No,Yes,no,no,no,no,21
WADE-003-123,PH22SH036-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,M,16S,Yes,no,stomach,No,Yes,no,no,no,no,21
WADE-003-029,DL18OME003,New,2,beluga whale,Nome,OCT,Fall,2018,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Copepod, Amphipods, Crab, Echiurids",NA
WADE-003-107,EB23SH009-S,New,3,bearded seal,Shishmaref,OCT,Fall,2023,M,16S,Yes,no,stomach,No,Yes,unk,unk,unk,unk,0
WADE-003-025,DL17HB001,New,2,beluga whale,Hooper Bay,OCT,Fall,2017,U,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Bivalves, Sea Lice, Mysids, Isopods, Caprellids, Amphipods, Echiurids",NA
WADE-003-112,PH22SH004-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,F,16S,Yes,no,stomach,No,Yes,no,no,no,no,3
WADE-003-008,2017206,New,2,beluga whale,Cook Inlet,SEP,Fall,2017,F,16S,Yes,no,stomach,No,Yes,no,Yes,no,Sea Lice,NA
WADE-003-114,PH22SH015-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,M,16S,Yes,no,stomach,No,Yes,no,no,no,no,15
WADE-003-045,DL23SCM001,Replacement,2,beluga whale,Scammon Bay,OCT,Fall,2023,F,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,Echiurid,NA
WADE-003-031,DL20OME001,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,,No,Yes,no,Yes,Yes,"Echiurid, amphipod, gastropod, bivalve",NA
WADE-003-031,DL20OME001,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Echiurid, amphipod, gastropod, bivalve",NA
WADE-003-044,DL23OME003,Replacement,2,beluga whale,Nome,OCT,Fall,2023,U,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,NA,NA
WADE-003-032,DL20OME002,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,,No,Yes,no,Yes,no,"Amphipod, crustacean",NA
WADE-003-032,DL20OME002,Replacement,2,beluga whale,Nome,SEP,Fall,2020,M,16S,Yes,no,stomach,No,Yes,no,Yes,no,"Amphipod, crustacean",NA
WADE-003-033,DL20OME003,Replacement,2,beluga whale,Nome,NOV,Fall,2020,F,16S,Yes,no,,No,Yes,no,Yes,Yes,"Echurid, tunicate",NA
WADE-003-033,DL20OME003,Replacement,2,beluga whale,Nome,NOV,Fall,2020,F,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Echurid, tunicate",NA
WADE-003-027,DL18OME001,New,2,beluga whale,Nome,OCT,Fall,2018,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Clams, Sea Lice, Crab",NA
WADE-003-029,DL18OME003,New,2,beluga whale,Nome,OCT,Fall,2018,M,16S,Yes,no,stomach,No,Yes,no,Yes,Yes,"Copepod, Amphipods, Crab, Echiurids",NA
WADE-003-035,DL22OME001,Replacement,2,beluga whale,Nome,OCT,Fall,2022,U,16S,Yes,no,,No,Yes,no,Yes,no,Echiurid,NA
WADE-003-035,DL22OME001,Replacement,2,beluga whale,Nome,OCT,Fall,2022,U,16S,Yes,no,stomach,No,Yes,no,Yes,no,Echiurid,NA
WADE-003-104,EB23PH005-S,New,3,bearded seal,Point Hope,JUN,Summer,2023,F,16S,Yes,no,stomach,No,Yes,unk,unk,unk,unk,9
WADE-003-110,EB24PH055-S,New,3,bearded seal,Point Hope,JUN,Summer,2024,M,16S,Yes,no,stomach,No,No,unk,unk,unk,unk,NA
WADE-003-123,PH22SH036-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,M,16S,Yes,no,stomach,No,Yes,no,no,no,no,21
WADE-003-123,PH22SH036-S,New,3,ringed seal,Shishmaref,OCT,Fall,2022,M,16S,Yes,no,stomach,No,Yes,no,no,no,no,21
